Continent,Union,Country,Name,Lift Operator,Phone,Email,no. of lift,Longitude,Latitude,WixID
Europe,EU,Austria,Muckenkogel �E��E Lilienfeld,Lilienfeld/Muckenkogel,,info@muckenkogel.at,1,15.6166667,47.9833333,3ab917d6-ef16-41e1-a2e5-affaf0092c05
,,USA,Mt. Sunapee,Mt. Sunapee,"""+16037633500""",info@mtsunapee.com,8,-72.074167,43.313611,b394dc1f-fe8d-453b-be90-b2b0bfeb2ab4
Oceania,,New Zealand,Whakapapa,Ruapehu Alpine Lifts Limited (RAL),"""+6478924000""",info@mtruapehu.com,9,175.556667,-39.2368965,5e22f18b-48c9-45e4-9dcb-d6d16351e687
,,USA,Mt. Pisgah,Mt. Pisgah,"""+15188910970""",info@mtpisgahadk.com,1,-82.7567956,35.4259427,43bcb810-75af-4bf5-886f-d78322f04b04
,,USA,Mt. Peter,Mount Peter,"""+18459864940""",info@mtpeter.com,4,-74.2951873,41.2477999,f00d56ea-d1ae-460c-ba83-22c30d9a5340
Oceania,,New Zealand,Mount Olympus,Mt Olympus,"""+6433185840""",info@mtolympus.co.nz,4,171.606473,-43.193421,3e3a9f41-9370-4cdc-85c4-672a8a0e4b32
,,USA,Mt. La Crosse,Mount La Crosse Ski Area,"""+16087880044""",info@mtlacrosse.com,4,-91.1829743,43.7436241,e94bfe6e-f34e-44f1-acd5-25abca473973
,,USA,Mt. Holiday,Mt. Holiday Ski Area,"""+12319382500""",info@mt-holiday.com,6,-85.5143504,44.7434767,11cff837-fe61-4f26-a7d8-3fe0b7814d52
,,USA,Mount Greylock �E��E South Williamstown,Mount Greylock Ski Club,"""+14134457887""",info@mtgreylockskiclub.com,2,-73.1662155,42.6375821,8604b715-40e7-4d5f-a5ca-e9f6c0d41c69
Oceania,,Australia,Mt. Buller,Buller Ski Lifts Pty Ltd.,"""+61357777800""",info@mtbuller.com.au,22,146.44897,-37.146795,b8b7137d-37e3-4427-8fe1-92168d075f35
,,USA,Mt. Bachelor,Mt. Bachelor Inc.,"""+18008292442""",info@mtbachelor.com,11,-121.6886111,43.9791666,d0af398f-0129-42f0-843a-872978a5e68e
,,USA,Mt. Ashwabay �E��E Salmo,Ashwabay Outdoor Recreation Area,"""+17157793224""",info@mtashwabay.org,2,-90.8945596,46.7772283,2079f9ab-e6dc-4017-a556-3db4b561df42
,,USA,Mt. Ashland,Mt. Ashland,"""+15412897""",info@mtashland.com,4,-82.7146487,38.3883863,7a8b936e-ca40-49cb-a601-1c393d70e59c
,,USA,Mount Snow,Mount Snow Resort,"""+18004514211""",info@mountsnow.com,15,-72.9204014,42.9602444,0edd441c-e801-4b4c-871a-feea8e78faec
North America,,Canada,Mount Joy,Mount Joy Snow Resort,,info@mountjoy.ca,2,-79.264072,43.891954,4835eedf-bc7a-4c85-b939-23bced92e2a9
Oceania,,Australia,Mount Baw Baw,Mount Baw Baw,"""+61351651136""",info@mountbawbaw.com.au,6,146.2736111,-37.8383333,6c40462c-3c57-4c88-8dfb-014b9b95adf6
Europe,,Switzerland,Aela �E��E Maloja,Engadin St. Moritz Mountains AG,"""+41818300000""",info@mountains.ch,2,9.6993431,46.3991443,337a8432-eea7-47cd-95c3-d0d4507d7005
Europe,,Switzerland,Albanas,Engadin St. Moritz Mountains AG,"""+41818300000""",info@mountains.ch,5,8.227512,46.818188,bb2a00de-4e0d-4f16-959a-023cd653ba61
Europe,,Switzerland,Müsella �E��E La Punt,Engadin St. Moritz Mountains AG,"""+41818300000""",info@mountains.ch,1,9.929676,46.573195,8f33f236-641a-462f-a938-c4455d5e2979
Europe,,Switzerland,Pontresina,Engadin St. Moritz Mountains AG,"""+41818300000""",info@mountains.ch,2,9.9024964,46.4929957,57ff19a7-f6e5-405e-a9bd-ee83ef21b60c
Europe,,Switzerland,Samedan,Engadin St. Moritz Mountains AG,"""+41818300000""",info@mountains.ch,2,9.8729339,46.5339944,91ec3cda-5cc8-4aad-afca-fe58ec05c0b2
Europe,,Switzerland,St. Moritz �E��E Corviglia,Engadin St. Moritz Mountains AG,"""+41818300000""",info@mountains.ch,24,9.819,46.507556,a85d1351-3d68-4005-a4a1-fbc00cb23e27
Europe,,Switzerland,Zuoz �E��E Pizzet,Engadin St. Moritz Mountains AG,"""+41818300000""",info@mountains.ch,5,9.9447654,46.6000562,4ee236ca-eccb-4944-849e-2e3c2181a53e
,,USA,Mountain Creek �E��E Vernon,Mountain Creek,"""+19738272000""",info@mountaincreek.com,7,-74.5051199,41.1907552,9ad9febb-86e2-4c7a-a6f3-1aeda2d6a0bc
Europe,EU,Italy,Mottarone,Mottarone,,info@mottaroneski.it,8,8.4568682,45.8827118,656f26df-7919-47fa-bb3b-768ebda3a8ff
Europe,EU,Austria,Hohentauern,Familie Moscher,"""+433618204""",info@moscher.at,5,14.4842765,47.4335842,e63b8c30-9811-443d-852d-eef5fdc3b8db
Europe,EU,Italy,Crissolo �E��E Monviso,Comune di Crissolo,"""+39017594902""",info@monvisoski.it,3,7.0903808,44.667312,d584e021-32a0-4565-a068-32ac939f275d
North America,,Canada,Mont Ste-Marie,Mont Ste-Marie,"""+18194675200""",info@montstemarie.com,3,-75.874499,45.941,36936727-2139-4a40-af41-e42764fdc555
North America,,Canada,Mont-Sainte-Anne �E��E Beaupré,Mont-Sainte-Anne,"""+14188274561""",info@mont-sainte-anne.com,7,-70.904903,47.075353,60606602-ed3c-48c0-b433-f4ef09431086
North America,,Canada,Mont Rigaud,Mont Rigaud,"""+14504510000""",info@montrigaud.com,1,-74.3391609,45.4680559,acad0041-1a27-417f-8482-1766a371fc9b
North America,,Canada,Mont Pits �E��E Cabano,Le Mont Pits,"""+14188543782""",info@montpits.com,1,-68.8927585,47.6638409,51771500-0bc3-4b17-9331-5ca8094ca73a
Europe,EU,Italy,Alagna Valsesia,Monterosa 2000 S.p.A,"""+390163922922""",info@monterosa-ski.com,20,7.9376236,45.8544246,9ac92b8b-f979-44dc-960f-2c132b15772a
Europe,EU,Italy,Antagnod,Monterosa Ski SpA,"""+390125303111""",info@monterosa-ski.com,2,7.6911893,45.8167197,e4527530-cecd-49ec-b722-357a78c7ef55
Europe,EU,Italy,Brusson �E��E Estoul,Monterosa Ski SpA,"""+390125303111""",info@monterosa-ski.com,3,7.7657143,45.7582423,b7cb6cf2-f625-4f82-8f3e-8f5a086c0c54
Europe,EU,Italy,Champoluc,Monterosa 2000 S.p.A,"""+390163922922""",info@monterosa-ski.com,20,7.7255284,45.8322272,25e6311f-ece2-44fc-806e-2d4194306882
Europe,EU,Italy,Frachey (Monterosa Ski),Monterosa 2000 S.p.A,"""+390163922922""",info@monterosa-ski.com,20,7.7334299,45.8547021,9e24126e-91ef-4ed4-b12f-4167fda7caee
Europe,EU,Italy,Gressoney-La-Trinité,Monterosa 2000 S.p.A,"""+390163922922""",info@monterosa-ski.com,20,7.8384233,45.8734714,669a7971-1e3a-4458-9b0a-3bfee943d510
Europe,EU,Italy,Gressoney-Saint-Jean �E��E Weissmatten,Monterosa Ski SpA,"""+390125303111""",info@monterosa-ski.com,2,7.8296793,45.7545099,353e160f-d0b3-4ccd-a011-199b874d790f
Europe,EU,Germany,Monte Kienader �E��E Bergkirchen,Skilift Monte Kienader,"""+4981312996230""",Info@Monte-Kienader.de,3,11.3802393,48.258153,9e2280bc-d521-4045-add1-f78f6070c64f
Europe,EU,Germany,Monte Kaolino �E��E Hirschau (sand ski area),SC Monte Kaolino GmbH,"""+499622703713""",info@montecoaster.de,1,11.9654632,49.5313104,8bee7dc7-fce3-4e60-bdd5-ae0251fe1200
Europe,EU,Italy,Montecampione �E��E Alpiaz,Montecampione Impianti SpA,"""+390364560149""",info@montecampioneskiarea.it,11,10.188215,45.826735,35359bc4-2fa4-403a-8bc0-3715b5e6d5d0
Europe,EU,Italy,Plan di Montecampione,Montecampione Impianti SpA,"""+390364560149""",info@montecampioneskiarea.it,11,10.188215,45.826735,21c41c05-d5ed-4f17-a54a-ee7597b042ac
Europe,EU,Italy,Prato Secondino,Montecampione Impianti SpA,"""+390364560149""",info@montecampioneskiarea.it,11,10.2217017,45.8328993,8d6ee62b-9762-4ba9-b113-6c17098b8e15
Europe,EU,France,St. Jean Montclar,Remontées mécaniques Montclar,"""+33492350436""",info@montclar.com,14,6.351128,44.410069,2decd2a8-291c-439a-a12d-f3c9532712f6
Europe,EU,France,Champ du Feu,Téléskis du Champ du Feu,"""+33388973950""",info@montchampdufeu.com,9,7.269097,48.394444,0b651ea8-efe8-478b-b580-a0870ef41bc7
North America,,Canada,Mont Avalanche,Station de Sports Mont Avalanche,"""+18193273232""",info@mont-avalanche.com,1,-74.3469339,45.9701029,6ffed4f4-7bf4-4491-810b-28bd7a4b4a5b
Europe,EU,Netherlands,Montana Snowcenter (indoor ski area),Montana Snowcenter,"""+31402071888""",info@montana-snowcenter.nl,1,5.4219336,51.3327689,89f098de-a6e0-4ba2-8962-8da0e844c81b
,,USA,Montana Snowbowl,Montana Snowbowl,"""+14065499777""",info@montanasnowbowl.com,4,-113.999568,47.014436,4af4674b-f4d7-41c6-b379-98c3a00e15ee
,,USA,Montage Mountain Resort,Montage Mountain Resort,"""+15709697669""",info@montagemountainresorts.com,5,-75.6629169,41.3512429,d140273f-c685-48f1-a554-8c103c27fc70
Europe,EU,Italy,Monesi di Triora,NOIR s.r.l.,"""+393315747777""",info@monesiski.it,3,7.7460839,44.0750435,8d01c4bb-552e-4479-9d97-f77a3fd6fac1
Europe,,Switzerland,Moléson,Remontées Mécaniques de Moléson,"""+41269218080""",info@moleson.ch,5,7.0171018,46.5487879,c8235600-0450-48d9-876b-7c9c3d6fa4c9
Europe,,Switzerland,Mogno,Ski Club Lavizzara,"""+41917551009""",info@mognofreetime.ch,2,8.66374,46.4311,966e4183-d1bf-4956-8669-1dc150d3f853
Europe,,Switzerland,Mörlialp �E��E Giswil,Skilifte Mörlialp AG,"""+41416752228""",info@moerlialp.ch,6,8.108607,46.825534,4e091628-7063-4f80-835a-822de0f9959f
Europe,EU,Germany,Mitterdorf (Almberg) �E��E Mitterfirmiansreut,Skizentrum Mitterdorf Mitterfirmiansreut,"""+498557239""",info@mitterdorf.info,6,13.64467,48.89574,d7ae912f-f620-4539-81e5-279f4cf976d0
Europe,EU,Germany,Mittagbahn �E��E Immenstadt,Mittagbahn,"""+4983236149""",info@mittagbahn.de,2,10.2183408,47.5546958,1667284f-4266-4a23-81c8-ecd7643fdf78
,,USA,Wenatchee �E��E Mission Ridge,Mission Ridge Ski & Board Resort,"""+15096636543""",info@missionridge.com,4,-120.3997706,47.2924455,90d32cad-4089-4820-ae44-39974b3cf4f8
Europe,,Switzerland,Minschuns �E��E Val Müstair-Tschierv,Ortler Skiarena,"""+39473611822""",info@minschuns.ch,4,10.3377774,46.6453742,a08766bb-b518-4434-b6f3-50de74f297bd
South America,,Argentina,El Calafate,Calafate Mountain Park,"""+542902491446""",info@miloutdoor.com,14,-72.2647982,-50.337969,6ec29d62-a82f-4a59-8ffd-129015f4c2d8
Europe,EU,Greece,Karakoli,Karakoli,"""+30265602911""",info@metsovo-ski.gr,1,23.8557752,37.8414825,3aece1a5-ce88-42f9-b28d-10848141701b
Europe,EU,Greece,Provitis Ilias �E��E Metsovo,Karakoli,"""+30265602911""",info@metsovo-ski.gr,4,21.1829385,39.7719563,e1218d3d-d410-47ad-9317-488f3c53b3b1
Europe,EU,Italy,Alpe di Mera �E��E Scopello,Meraski srl,"""+39016371195""",info@meraski.com,5,8.0877719,45.7468527,26549a24-5918-442b-a864-76e1d7584409
Europe,EU,Italy,Meran 2000,Meran 2000 Bergbahnen AG,"""+390473234821""",info@meran2000.com,7,11.2102927,46.671048,d94064f4-b9e7-4c2c-8c04-7b326a786206
Europe,EU,United Kingdom,Mendip Snowsport Centre (dry slopes),Mendip Snowsport Centre,"""+441934834877""",info@mendip.me,1,-2.8134107,51.33028,6ada4471-01d4-42ca-bed9-0bc541542a72
Europe,,Switzerland,Melchsee-Frutt (Kerns),Sportbahnen / Tourismusverein Melchsee-Frutt,"""+41416697060""",info@melchsee-frutt.ch,11,8.26838,46.77385,e7bbf117-2bc2-42c3-a954-6593035863b8
Europe,,Switzerland,Meiringen-Hasliberg,Bergbahnen Meiringen-Hasliberg AG,"""+41335505050""",info@meiringen-hasliberg.ch,13,8.1763261,46.7500962,243b81fc-8af0-4c15-afcd-95e24ac5d610
Asia,,Japan,Meiho,Meihou,"""+81575872811""",info@meihoski.co.jp,5,130.5535707,32.8586312,ddf0eae0-1285-4987-84dd-7d42f40020cb
Europe,EU,Germany,Düdinghausen (Medebach),Touristik-Gesellschaft Medebach mbH,"""+4929829218610""",info@medebach-touristik.de,1,8.692954,51.261322,4545180d-dd31-44ae-b721-d24c96c8ea08
Europe,EU,Austria,Ahorn,Mayrhofner Bergbahnen AG,"""+43528562277""",info@mayrhofner-bergbahnen.com,44,14.1739521,48.5237638,00fbc9a6-093d-4bb9-9b7f-c23503401dc8
Europe,EU,Austria,Eggalm,Mayrhofner Bergbahnen AG,"""+43528562277""",info@mayrhofner-bergbahnen.com,44,11.7136924,47.1657415,72edb2fd-9528-4a56-b0ea-2f4cdd248352
Europe,EU,Austria,Mayrhofen �E��E Penken,Mayrhofner Bergbahnen AG,"""+43528562277""",info@mayrhofner-bergbahnen.com,44,11.8,47.1666667,9a8a9534-fe56-415c-956c-c6ddbb081e6e
Europe,EU,Austria,Rastkogel,Mayrhofner Bergbahnen AG,"""+43528562277""",info@mayrhofner-bergbahnen.com,44,11.7503719,47.2046296,2347e322-b3ce-4555-81ce-167bcaa79dd9
Europe,EU,Italy,Maseben �E��E Langtaufers (Vallelunga),Ski Maseben Langtaufers KG,"""+390473633106""",info@maseben.it,1,10.6504625,46.8297869,d56172d7-bf44-42b8-b80b-bf7f8c06283d
Europe,EU,Slovakia,Martinské Hole,"Pro Ski, a.s.","""+421434306000""",info@martinky.com,6,18.8354656,49.0917079,c824118b-e23e-4bf5-8f6a-0a5a16224aad
Europe,EU,Slovenia,Mariborsko Pohorje �E��E Maribor,Maprom d.o.o.,"""+38683889998""",info@mariborskopohorje.si,22,15.5993768,46.5330939,71c3b545-8c42-4627-bee4-4cffa6e9ca9e
Europe,EU,Italy,Passo Maniva,Maniva Ski s.r.l.,"""+390309280012""",info@manivaski.it,5,10.3999999,45.8166667,e1dc4289-5b71-4a75-82d8-c0b531cdaf74
,,USA,Mammoth Mountain,Mammoth Mountain Ski Area,"""+17609340745""",info@mammoth-mtn.com,28,-119.0326342,37.6307692,38ab021d-04a2-46ae-a5ae-46723862ef9f
Europe,EU,Italy,Malga Varena �E��E Passo Lavazè,Società Sviluppo Turistico Lavazè,"""+3903355813973""",info@malgavarena.it,1,11.4840747,46.3522613,1e738343-5a44-47c0-8d20-753290d58a77
Europe,EU,Italy,Malga San Giorgio,Nuova Lessinia Spa,"""+390456784001""",info@malgasangiorgio.net,3,11.0853311,45.6857468,60f6c385-2dbd-4b1e-8eb8-7bc1fe98c342
Europe,EU,Italy,Passo Lanciano,Mamma Rosa Funivie S.r.l.,"""+390871896160""",info@majellettawe.it,3,14.1141959,42.1786433,5e9a5d1c-f328-43df-9795-7573b47054d2
Europe,EU,Germany,Pfannilift �E��E Neuhaus (Schliersee),Pfanni-Lift,"""+4980267343""",info@maier-schmotz.de,1,11.86785,47.70242,3e043f8c-7bdd-4b61-a7f5-d517032fbc5b
,,USA,Magic Mountain,Magic Mountain Ski Area,"""+18028245645""",info@magicmtn.com,2,-118.5972191,34.4253305,e173124a-3348-47bb-8d31-0321b18c186b
Europe,,Switzerland,Madrisa (Davos Klosters),Klosters-Madrisa Bergbahnen AG,"""+41814102170""",info@madrisa.ch,7,9.8756695,46.8844842,0ad777de-bfed-4a32-b6c5-23e00fc70e12
Europe,EU,Czech Republic,Machůzky,Ski areál Machůzky,"""+420571892280""",info@machuzky.cz,2,18.3151424,49.3664594,ab767429-fdb4-40dc-a1a4-612107dfe128
Europe,EU,Slovenia,Macesnovc RateāEe,SMUK,"""+38612414780""",info@macesnovc.com,2,13.7067345,46.4917807,43335959-0ddb-4033-a16a-7977e116e144
,,USA,Las Vegas Ski and Snowboard Resort �E��E Lee Canyon,Las Vegas Ski and Snowboard Resort,"""+17023852754""",info@lvssr.com,4,-115.6796317,36.3037622,f9ee0acd-49a9-49f8-9a91-a0443f958ea6
Europe,EU,Austria,Maiszinken �E��E Lunz am See,Maiszinkenlifte,"""+43074868434""",info@lunz.at,2,15.068595,47.863931,07beb6c3-9887-49f1-873b-2c835873268a
Europe,,Serbia,Lukovska Banja,"Hotels ""Kopaonik"" and ""Jelak"" Lukovska Banja","""+38127381344""",info@lukovskabanja.com,1,21.034711,43.1669325,c78e4078-9144-427a-b8c0-85bb654c6dec
Europe,EU,Italy,Lüsen (Luson),Tourismusverein Lüsen,"""+390472413750""",info@luesen.com,1,11.7621616,46.7453072,4af1c8ba-ede1-4df3-81e3-4522f12ec592
,,USA,Lost Valley,Lost Valley Ski Area,"""+12077841561""",info@lostvalleyski.com,2,-70.2823728,44.1340569,47edc7f7-71ee-4201-902c-4f0ada2d3326
Europe,EU,Austria,Loser �E��E Altaussee,Loser Bergbahnen GmbH & Co KG,"""+43362271315""",info@loser.at,8,13.7666667,47.65,eda324f2-1578-46b6-a85f-e27a12bd93c7
,,USA,Loon Mountain,Loon Mountain,"""+16037458111""",info@loonmtn.com,10,-71.6214399,44.03597,3359884f-9730-4c15-9c21-506c3064e607
,,USA,Lonesome Pine Trails �E��E Fort Kent,Lonesome Pine Trails,"""+12078345202""",info@lonesomepines.org,2,-68.5944676,47.2460346,cd95c1e2-e681-476e-9128-b2e80478fcb4
Europe,EU,Slovenia,Logarska dolina,TIC Logarska dolina,"""+38638389004""",info@logarska.si,2,14.61922,46.3835457,2ad3f43c-3107-4491-89e7-48d5a9deb5f8
Europe,EU,Germany,Fahl,Liftverbund Feldberg,"""+497655801501""",info@liftverbund-feldberg.de,14,7.9857141,47.843959,11742c88-c2d5-4e19-9fae-3b9c6886091b
Europe,EU,Germany,Feldberg �E��E Seebuck,Liftverbund Feldberg,"""+497655801501""",info@liftverbund-feldberg.de,14,8.0227778,47.8641667,cbeabc04-a602-49c7-97f8-dae562913fd7
Europe,EU,Germany,Grafenmatt,Liftverbund Feldberg,"""+497655801501""",info@liftverbund-feldberg.de,14,8.0297663,47.8558108,80f49e18-32a3-41c5-9bbd-36c73c531bbe
Europe,EU,Germany,Menzenschwand (St. Blasien) �E��E SpieÁEhorn,Liftverbund Feldberg,"""+497655801501""",info@liftverbund-feldberg.de,3,8.0723263,47.8190535,921ff50e-5096-4d93-bdac-2b166c561445
Europe,EU,Germany,Schwarzenbachlift �E��E Altglashütten,Liftverbund Feldberg,"""+497655801501""",info@liftverbund-feldberg.de,1,8.109191,47.850995,bf172b8f-98a8-41c1-a15c-67a807c483d3
Europe,EU,Austria,Füssener Jöchle �E��E Grän,Sonnenbergbahnen Grän,"""+4356756363""",info@lifte-graen.com,5,10.596142,47.5136651,4d078e90-8a94-49ac-984f-bd13073e7570
Europe,EU,Austria,Hochstein �E��E Lienz,Lienzer Bergbahnen AG,"""+43485263975""",info@lienzer-bergbahnen.at,4,12.6942135,46.8260198,5aed4629-33ba-432f-ac00-b10bfb88b314
Europe,EU,Austria,Zettersfeld �E��E Lienz,Lienzer Bergbahnen AG,"""+43485263975""",info@lienzer-bergbahnen.at,7,12.7906466,46.8636731,109a8065-2b9a-4ecb-a8ce-15835dadfde3
Europe,EU,Czech Republic,Luisino ÁEdolí,SKI AREÁEL Luisino údolí,"""+420499432499""",info@levnevleky.cz,2,15.636935,50.657812,4af4f153-76e7-4ef4-ba08-25866dab42b2
Europe,,Switzerland,Granges �E��E Mont-Chesau,Ski Club Mont-Chesau,"""+41219474110""",info@les-paccots.ch,1,6.8173123,46.5110216,5cf4a441-e138-4639-a585-97d14d208a6f
Europe,,Switzerland,Les Paccots,Ski Club Mont-Chesau,"""+41219474110""",info@les-paccots.ch,1,6.94745,46.52236,6fa98194-be08-4c89-9793-545e76ef79c4
Europe,EU,France,Hauteluce,SECMH,"""+33450470205""",info@lescontamines.net,24,6.585506,45.75054,51b6462d-5706-4b07-a8ba-e8bcbcbda453
Europe,EU,France,Les Contamines,SECMH,"""+33450470205""",info@lescontamines.net,24,6.726553,45.822746,75fab4c0-5911-4a1d-bb27-13c9be9f90c8
Europe,EU,France,Les Brasses,Maison des Brasses,"""+33450359183""",info@lesbrasses.com,13,6.4498223,46.1763196,76ee0a69-6ca9-42e7-b579-d835bb5adea8
Europe,EU,France,Courchevel,Association les 3 Vallées,"""+33479240777""",info@les3vallees.com,141,6.63469,45.414659,36820ec4-9946-45a0-97a1-d7cb9eb74575
Europe,EU,France,Les 3 Vallées �E��E Val Thorens,Association les 3 Vallées,"""+33479240777""",info@les3vallees.com,141,6.5820983,45.2979478,96421806-2a1a-412c-a011-abba92c2e2f3
Europe,EU,France,Les Menuires,Association les 3 Vallées,"""+33479240777""",info@les3vallees.com,141,6.538667,45.3237025,6b5c7782-23cc-4139-8418-dc4d9a0c63b3
Europe,EU,France,Méribel,Association les 3 Vallées,"""+33479240777""",info@les3vallees.com,141,6.566576,45.396839,eca0cc55-7011-4e45-88ad-5fc78c70bb19
Europe,EU,France,Châlet Neuf,Syndicat d'Initiative du Reposoir,"""+33450981801""",info@lereposoir.fr,2,6.504384,46.008353,f6fc56b5-2dc1-40a0-935a-7b9d87a413b5
Europe,EU,France,Le Reposoir,Syndicat d'Initiative du Reposoir,"""+33450981801""",info@lereposoir.fr,2,6.534832,46.0110249,f1a3bfc1-27b5-4db5-8847-5537e742cd79
Europe,EU,France,Le Reposoir �E��E Village,Syndicat d'Initiative du Reposoir,"""+33450981801""",info@lereposoir.fr,4,6.534832,46.0110249,c594731c-5e27-4f4e-9c11-96daea9c9313
Europe,,Switzerland,Betelberg �E��E Lenk,Lenk Bergbahnen,"""+41337363030""",info@lenkbergbahnen.ch,10,7.406687,46.425957,456aa918-1e70-4fa6-9ace-f690f0cfa157
North America,,Canada,Le Massif de Charlevoix,Le Massif s.e.c,"""+14186325876""",info@lemassif.com,6,-70.5696845,47.2848129,f01d518f-266b-4b6d-88d0-9beef3d9c5e4
Europe,EU,Finland,Lekotinmäki,Lekotinmäki,"""+358440599300""",info@lekotti.fi,2,29.1773193,62.1803957,6a0f64ab-63dd-408c-9362-1b623698f0ec
Europe,EU,France,Le Collet d'Allevard,Remontées Mécaniques du Collet d'Allevard,"""+33476451032""",info@lecollet.com,11,6.110027,45.39543,5cb3f712-e389-4d72-af64-aa3872f2008e
Europe,EU,Austria,Jöchelspitze �E��E Bach,Lechtaler Bergbahnen GmbH & Co,"""+4356346207""",info@lechtaler-bergbahnen.at,2,10.3834984,47.2676309,cdeb3223-4a50-4a96-ba7c-1bbd1a87596c
Europe,EU,Austria,Boden (Pfafflar),Tourismusverband Ferienregion Tiroler Lechtal,"""+4356345315""",info@lechtal.at,2,10.6212757,47.2829346,09f0dd55-3f94-43a8-aaf2-99c82569777c
Europe,EU,Austria,Stanzach,Tourismusverband Ferienregion Tiroler Lechtal,"""+4356345315""",info@lechtal.at,3,10.5610272,47.3830235,96ecda5b-aedc-4ebc-ac29-645626b16b33
Europe,EU,United Kingdom,The Lecht,Lecht The Lecht 2090,"""+441975651440""",info@lecht.co.uk,12,-3.2504076,57.2034006,1dd18ab6-34fe-40d8-96f6-8f5bcc0d0c71
Europe,EU,Germany,Lechbruck am See,Tourist Information Lechbruck am See,"""+498862987830""",info@lechbruck.de,1,10.796624,47.6986976,83fd6db3-5941-432f-b1ff-fe7afdf7d4e5
Europe,EU,Czech Republic,U Horejšů,Sportovní centrum LyžaŁEský areál Zadov,"""+420388428119""",info@lazadov.cz,2,13.6248954,49.0683408,53dfa0ec-1b5c-4bd8-ac2e-9174d883c12c
Europe,EU,Czech Republic,Zadov �E��E ChuráŁEov,Sportovní centrum LyžaŁEský areál Zadov,"""+420388428119""",info@lazadov.cz,2,13.6270245,49.0714591,51f680d3-6b18-43db-aba0-6ca33c66bf78
Europe,EU,Czech Republic,Zadov �E��E Kobyla,Sportovní centrum LyžaŁEský areál Zadov,"""+420388428119""",info@lazadov.cz,4,13.6317093,49.0666357,585690e4-dba7-40d7-8802-380615673621
Europe,EU,Italy,Lavarone,Info Skicenter Lavarone,"""+390464783335""",info@lavaroneski.it,9,11.2857605,45.9477771,2f091013-a0f1-4183-b486-414f2a492b56
North America,,Canada,Laurentian Ski Hill �E��E North Bay,Laurentian Ski Hill,"""+17054947463""",info@laurentianskihill.com,2,-79.4322181,46.3377578,c2e9c912-4d86-4165-b789-0b08394f24ef
Europe,,Switzerland,Lauchernalp �E��E Lötschental,Lauchernalp Bergbahnen AG,"""+41279388999""",info@lauchernalp.ch,6,7.7777861,46.4018388,b4041f74-0621-4438-a856-9e05333eea27
Europe,EU,France,Espace San Bernardo �E��E La Rosière,Funivie Piccolo San Bernardo S.p.A.,"""+390165884150""",info@lathuile.it,33,6.848559,45.6284924,e39604e3-3a0e-4377-b98f-a86650194584
Europe,EU,France,La Thuile,Funivie Piccolo San Bernardo S.p.A.,"""+390165884150""",info@lathuile.it,33,6.053641,45.527537,5c10e20f-00fe-414d-aac2-dca7b5aef4ef
Europe,EU,Austria,Laterns �E��E Gapfohl,Seilbahnen Laterns,"""+435526252""",info@laterns.net,6,9.7592289,47.2745274,299d704b-f087-44b7-a50d-dfb46ae1f5e4
Europe,EU,France,La Sambuy �E��E Seythenex,SIVU La Sambuy,"""+33450446250""",info@lasambuy.com,5,6.2758612,45.7136351,12fe96d3-3f58-4836-8d11-94c713253371
Europe,EU,Spain,La Pinilla,La Pinilla,"""+34921551113""",info@lapinilla.es,11,-1.2788727,37.6842949,9cab16f6-41b4-47fe-88b3-174422f70798
Europe,EU,France,Lans en Vercors,Office du Tourisme de Lans en Vercors,"""+33476954262""",info@lansenvercors.com,13,5.5882699,45.1279759,2f2842d8-b161-4708-be48-5a060509f06f
Europe,EU,France,Saint Nizier du Moucherotte,Office du Tourisme de Lans en Vercors,"""+33476954262""",info@lansenvercors.com,2,5.629263,45.169686,0151208a-a0ef-4f29-aed9-d0c1fa1c4c31
Europe,EU,France,La Norma,Maison du Tourisme de La Norma,"""+33479203146""",info@la-norma.com,13,6.697216,45.201558,e4804b76-34fe-434f-9026-d45c97b5808a
Europe,EU,Germany,Treffelhausen �E��E Böhmenkirch,Skilifte Treffelhausen,"""+4973326108""",info@lang-strickwaren.de,3,9.8913778,48.6914719,dc918548-7688-4c78-9b9c-47b4380eb59f
Europe,EU,Germany,Hattingen,Landhaus Siebe,"""+49232459800""",info@landhaus-siebe.de,1,7.1911567,51.4018117,7eea7993-5f11-41cb-8bcf-ada78a964d90
Europe,EU,Finland,Lakis,Lakis,"""+358505147128""",info@lakis.fi,2,23.8084376,63.106527,4287c87c-a8af-43ac-8a7c-faf77ee6d93b
Europe,EU,Greece,Lailias Ski Area �E��E Serres,Lailias Ski Area/Vrontous Mountain,,info@lailias.com,3,23.6048472,41.2645575,f8813e57-20d3-4de8-9048-320b2ad8ded6
Europe,,Switzerland,La Chia �E��E Bulle,La Gruyère Tourisme,"""+41848424424""",info@la-gruyere.ch,1,7.0271988,46.5856165,88f0e1da-cf87-4edf-bc79-2bb55a42fdf6
Europe,EU,France,La Grave �E��E La Meije,Téléphériques des Glaciers de la Meije,"""+33476799465""",info@la-grave.com,3,6.304706,45.045842,2c2137b3-fa8c-460e-bc24-e9ece7c31a2d
Europe,,Switzerland,La Golatte s,Téléskis La Golatte,"""+41798158974""",info@lagolatte.ch,1,7.2261267,47.2112158,855a8f18-0104-462a-b586-50fa613e4243
